positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
,,"فقط طبق مراحل زیر پیش برید :::
کار اول >>>
برید به control panel بعدش برید به Clock, Language, and Region --- بعدش Change time,date or number format رو بزنید-- بعد اینکه اونو زدید صفحه Region باز میشه -- برید به بخش Location و اونجا Iran رو بزنید -- بعدش برید Administrative و اونجا Change system locale رو بزنید و اونجا Persian رو انتخاب کنید بعد ش احتمالا یدونه ریستارت لازم باشه (من ویندوز 10 دارم ولی فکرنکنم فرقی با ویندوز 7 و8 داشته باشه این قسمت)
کار دوم>>>
باید نسخه 8.6.1 نرم افزار MKVToolNix رو دانلود کنید -- گوگل اینو سرچ کنید : پس سی دانلود MKVToolnix v8.6.1 ----- از پی سی دانلود نسخه 32 بیت یا 64 بیت رودانلود ونصب کنید
بعد از نصب MKVToolNix GUI رو اجرا کنید -- همون اول کار برید به قسمت preferences و از اونجا برید به Merging --اونجا یه قسمتی هست بنام Default track languages to set اونجا برای Subtitle tracks حتما Persian (per) رو بگردید و انتخابش کنید -- اینجا کارمون با پنجره Merging تموم شد
بعدش برید به پنجره Often used selections اول از همه تو قسمت Languages یدونه قسمت Avaiable داریم یدونه هم selected که با 2 تا فلش میشه جاهاشونو تعویض کرد -- Persian رو بفرستید به قسمت selected -- بطور کلی فقط Persian و English لازمه که تو قسمت selected قرار بگیره
بعدش برید به Countries و اونجا هم فقط united states of America و Iran.Islamic republic باید در قسمت selected باشند
بعدش برید به character sets تو اینجا من ARABIC و UTF- 8 رو به selected اضافه کردم -- خب الان ok کنید چون این قسمت تموم شد
-----------------------
الان Add Source File رو بزنید و برید یدونه فایل فیلم رو بدید به نرم افزار -- بعدش یبار دیگه Add source file رو بزنید و اینبار فایل زیرنویس فارسی رو بدید به نرم افزار -- حتی میتونید برای بار سوم اینکارو انجام بدید و اینبار یه فایل زیرنویس انگلیسی بدید به نرم افزار
حالا میبینید که یدونه فایل ویدیویی دارید که کنارش تیک خورده -- یدونه فایل صدای فیلم که معمولا AAC هست (البته بعضی فیلم ها 2 تا فایل صوتی دارند که یکی2 کاناله و دیگری 5 کالانه هست که اگر اینگونه بود تیکه صدای بی کیفیت رو بردارید تا حذف بشه) -- یدونه هم فایل زیرنویس Sub/rip SRT دارید (اگه زیرنویس انگلیسی هم اضافه کرده باشید 2 تا خواهند بود ) در سمت راست محیط نرم افزار یدونه Generat options هست که غیر فعاله درسته ؟؟ حالا روی فایل زیرنویس فارسی کلیک کنید تا گزینه های Generat options فعال بشه -- یکی از گزینه هاش language هست که باید Persian (per) رو براش انتخاب کنید
همین --- start muxing رو بزنید تا زیرنویس رو تزریق کنه به داخل فیلم -- بعدش فایل فیلمی که این نرم افزار تحویلت میده ( که زیرنویس داخلش تزریق شده) رو بنداز تو فلش وصل کن به سونی -- موقع پخش فیلم اگه دیدی زیرنویس پخش نمیشه سونی 4 تا دکمه رنگی داره که دکمه سبز ماله زیرنویس هست -- سبز رو بزن تا نشون بده --اگه هم فارسی تزریق کردی هم انگلیسی یبار باید سبز رو بزنی تا بره به زیرنویس یک -- یباره دیگه سبز رو بزن که بره به زیرنویس دوم -- یباره دیگه هم بزنی زیرنویس خاموش میشه
روی 2 تا فیلم امتحان کردم وجواب گرفتم --تلویزونم از سری R سال 2015 هست ولی 90 درصد مطمعن هستم که روی همه تلویزیون های سونی این روش جواب میده
اگر نتیجه گرفتید لطفا این متن رو کپی کنید و به اشتراک بزارید",9,4,5,4,4,4
"تصوير با کيفيت و صداي عالي به همراه امکانات",ندارد,"برنامه های TV sideview و songpal و notify bravia رو نصب کنید برای آندروید
اولی میتونید به جای موس و کنترل مجازی استفاده کنید که خیلی جالب و جذابه
دومی اگر سینمای خانگی سونی یا ساند بار دارید.
سومی هم برای اتصال و نمایش تماس گوشی رو تلویزون
سونی بی نظیره ولی حیف که ژاپنی ها هم از ترس آمریکا مارو تحریم کرده بودن!!!",4,0,5,5,5,5
,,"سلام من این تلویزیونو امروز نصب کردم ولی هرکاری میکنم
بلوتوثش گوشی منو که z1هست پیدا نمیکنه درواقع با هیچ بلوتوثی کانکت نمیشه باید چیکار کنم",0,0,5,4,4,5
,,"میتونید برید به یوتیوب و تنظیمات پیشرفته تصویر این تلویزیون رو ببینید
کافیه در یوتیوب این عبارت رو سرچ کنید::
avforums sony 55w805c settings
برای سایز 50 اینچی در گوگل سرچ کنید::
Sony W800C LED TV Calibration Settings
برای سایز 43 اینچی سایتی رو ندیدم که تنظیمش کرده باشه -- ولی میتونید تنظیمات سایز 50 و 55 رو روی سایز 43 امتحان کنید
Good luck",1,1,5,4,4,4
,,"دیجی لطفا عینک سه بعدی این مدل از سونی راکه bt500a است ، موجود کن. چون عینکش تو بازار موجود شده...با تشکر",0,0,5,5,5,5
,,"آقای خوشیاری شما باید بروید قسمت تنظیمات.بعد درقسمت تنظیمات برگزیده، به تنطیمات فروشگاهی بروید وآن را درحالت خاموش قرار دهید.من هم این مشکل را داشتم با این روش درست شد. موفق باشید.",1,1,4,4,4,4
"کيفيت زيبايي",,"منو یک راهنمایی کنید. چطوری نور چراغ جلوش یک رنگ باقی میمونه و اینکه چرا تنظیمات تصویرو عوض میکنم دوباره بر میگرده به تنظیم قبل بعد از 1 دقیقه.ممنون",1,0,5,4,4,4
,,"من این تلویزیون رو 2 ماهی هست خریدم خیلی راضی م. آندروید شم خیلی خوبه و روز ب روز د
اره اپهاشم داره زیاد میشه ب نظر من تو این رنج قیمت حرف نداره و واسه خریدش شک نکنید.",0,0,5,5,5,4
,,"دوستان این عدد ها گمراه کننده هستند - تلویزیون فقط 2 نوع هست یا 50 هرتز یا 100 هرتز ( در آمریکا 60 و 120 هست که هیچ فرقی با 50 و 100 کشورهای اسیایی نداره )
سونی وقتی در تبلیغات میزنه 100 و 200 هرتز در واقع 50 هرتز هستند و 400 به بالا 100 هرتز هستند
50 هرتز با 100 هرتز یه فرق اساسی داره اونم اینه که 100 هرتز ها قابلیت motionflow دارند که حرکات رو خیلی خیلی روان نشون میده و از حالت طبیعی خارج میکنه بهمین خاطر بیشتر مردم ترجیح میدند کلا خاموش کنند اون قسمت رو -- پیشنهاد میکنم این مورد رو غیر فعال کنید ولی اگرموقع تماشای فوتبال ووالیبال و ... دیدید که حرکت توپ رو روان نشون نمیده اون موقع روشنش کنید - سونی در این مدل از Clearness هم استفاده کرده که در چند حالت تنظیم میشه که اونم موجب روان شدن میشه ولی نور پس زمینه رو کم میکنه ولی حالت مصنوعی نمیده - پس موقع تماشای فیلمو سریال اینا بدرد نمیخورند
بعضی مواقع یه تلویزیون 50 هرتزی سرعت واکنش پیکسل هاش خیلی خوبه و تصاویر سریع رو خیلی روان نشون میده - درسته این تلویزون 50 هرتز نه motionflow داره و نه clearness ولی اصلا چه نیازی داره به اینا درحالیکه خوده پنل براحتی تصاویر سریع رو روان پخش میکنه ؟
این توضیح مختصر رو در جواب دوستی گفتم که به غلط نظر داده بود که این مدل از W800B خیلی بهتره چون اون 400 هرتز هست و این 800 هرتز !!!!
کلا به نظر من فقط سونی بخرید چون سونی یه سیاستی داره اونم اینه که مثلا اگه 50W800C در اروپا از یه پنل خاص استفاده میکنه همین مدل در ایران هم همون پنل درش استفاده شده ولی سامسونگ اینجوری نیست",9,1,5,4,4,4
,,"سونی چرا عینکو ارائه نداده روی این تیوی؟
کدوم مدل از عینک ها با این مدل سازگارن . و اینکه قیمتشون در چد حدی هست؟",0,2,3,3,3,3
