positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
"ظاهرش زيبا و بسيار نازک است.
تصوير باور نکردني و صاف و بدون لک و گير کردن دارد با سرعت پردازش بالا ميباشد.
کنتراست و عمق رنگ مشکي بسيار خوبي دارد.
قيمت مناسب در مقابل کيفيت خوب ان نظر همه راجلب ميکند.
داشتن اندرويد و اينترنت و سه بعدي عالي ان باور نکردني است.","عينک و کنترل تاچ نداره که واقعا عجيب است.","ضمن تبریک سال نو به همه دوستان و تشکر از دی جی کالا جهت گذاشتن فرصت خواندن نظر کاربران برای تک تک موارد فروش, میخواستم موضوعی رو باشما در میان بگذارم. ما چند سال پیش تلویزیون سونی لامپ تصویری در خانه پدریم داشتیم که سالها بخوبی و با کیفیت عالی نسبت به زمان خودش کارد کرد, طوری که پدرم همیشه از سونی تعریف میکردند, این موضوع به مزاق من خوش نمی امد تا اینکه بعد از ازدواجم یک مدل سامسونگ خریدم, اما از اینکه حرف فروشنده را گوش کردم بزودی پشیمان شدم,. یک روز که به خانه یکی از اشنایانم رفتم, و از تصویر تلویزیون سونی انها لذت بردم, مدتی بعد با مدل w600 اشنا شدم و تازه پی بردم در قیاس با این مدلها تلویزیون من چقد سطح پایین و بی کیفیت است, بناچار تلویزیونم را یک سوم قیمت فروختم و این مدل که در بالا ذکر شده خریدم, این سری از تلویزیونها w600تا w800 دارد که مدلهای 600ان سه بعدی ندارد و بهترین انها w800 و w805 است که دومی ریسیور سرخود دارد و من متاسفانه پیدا نکردم, ضمنا از قرار معلوم در اخر ان a,b,c دارد که عالی ترین انها مدلهای c و بعد a و در اخر b است, من خرید ان را به شما هم پیشنهاد میدهم, چون با اینکه تلویزیون سامسونگ من هم بروز بود اما کیفیت تصویر و کارایی ان یک دهم این هم نمیشد, واقعا کیفیت تصویر فوق العاده, عمق رنگ مشکی و وجود اندروید تصویر سه بعدی عالی و ظاهر واقعا زیبای ان قابل مقایسه باهیچ مدل دیگری نیست, تنها کسانی که تصاویر مدلهای دیگر را دیده باشند پی به حرف من خواهند برد
از دی جی کالا متشکریم",8,0,5,5,5,4
"[""تصوير و صدا و امکانات بيشتر""]","[""برا اين سايز 43 کوچيکتره ""]","من چندماهی میشه که این مدل رو خریدم همه چی عالیه مثل ترکیب گوشی هوشمند و کامپیوتر و تلویزیون هستش، ولی پشیمونم کاش 50اینچش رو میگرفتم چون بنظرم دیگه کوچیک میاد، برا این هم عینک اکتیو میخواد که اگه از بیرون بخریم! و قیمت خود تلویزیون هم بنظرم کمی بالاتره!",4,0,4,4,4,3
"تصوير و کنتراست عالي
سرعت پردازش و کيفيت پردازش عالي
سرعت باز کردن هارد حتي دو ترا در کمترين زمان ممکن
طراحي و ساخت عالي
در يک کلام محشره","کنترل عادي
نداشتن عينک","سلام اولا این رو بگم اگه نبودن کسایی که فقط سوال دارن و تماما نظرات کسانی بود که این برند و مدل رو استفاده کردن تمام مشخصات به ته چسبیده بود, پس از دوستانی که فقط سوال دارن خواهش دارم اون پنج امتیاز رو روی صفر نزارن تا برای کسایی که قصد تهیه دارن سو تفاهم نشه, دوما بنده به شخصه مصر هستم حتما این مدل رو بگیرید, چون از هر نظر عالیه, هرتز این مدل 800 واقعی هست که در مقیاس با سامسونگ که واقعا پایینه محشره و در مقابل ال جی که به نسبت بالاتره هم واقعا خوبه, دوما امکانات عالی داره ولی من از این متعجبم چرا لب مرز عینکها و کنترل تاچش رو...؟ مگه میشه یه تلویزیون با این خصوصیات کنترل عادی داشته باشه و عینک نداشته باشه؟ عجیبه؟! من این مدل رو با تمام تلویزیونهای مختلف مقیاس زدم اما واقعا جلوش کم اوردن, فول اچ دی واقعی اونم بخاطر موتور پردازنده x-realty اونم از نوع pro ضمنا این رو مد نظر داشته باشید که مدل w600 تری دی نداره و در انتهای همه مدلها aوbوc نوشاه شده که از همه بالاتر سری ساخت c هست پس دوستان به اشتباه هر مدل از سونی رو نخرن",4,0,5,5,5,4
اندرويد,"عينک نداره","سلام دو ماهی هست خریدم از اکثر لحاظ میشه گفت بی عیبه
من با share کردن تصاویر از گوشی باهاش مشکل دارم که شاید عیب از گوشی باشه.",2,0,5,5,4,5
"کيفيت تصوير محشر
رنگهاي زنده
کنتراست عالي
ميزان هرتز واقعا بالا
امکانات عالي(مخصوصا اندرويد 5)","تقريبا نور کم زمينه","من قبل از خرید فایل تصویری با پسوند های مختلف و کیفیت های تصویری مختلف بردم نمایندگی های تک تک برندها و خودم شخصا تصویرها رو چک کردم, جوری که بعد از مقایسه خودم از نتیجه ای که گرفتم مات موندم, تفاوت کیفیت تصویری این مدل با تمام برندهای دیگه واقعا فاحشه, یکی از فاکتورهایی که روی کیفیت و کارایی تاثیر مستقیم داره میزان هرتز تلویزیون هست که برای این مدل 800 هست که واقعا عالی , یه سری حرفها در مورد خدمات پس از خرید سونی میزنن که واقعا شایعه هست, تنها علتی که اکثر فروشنده ها شما رو ترغیب میکنن به خرید برندهای دیگه اینه که سونی برای ارسال تلویزیون به نمایندگی چک بلند مدت نمیده و سود بالایی هم برا نماینده نداره, بخاطر همین کمتر نمایندگی سونی هست, من به شما توصیه میکنم شخصا چندتا فایل تصویری رو با یو اس بی ببرید تو نمایندگیهای مختلف و کیفیت تصویرها رو چک کنید, مطمین باشید به حرفم میرسید",13,0,5,5,5,4
"تصوير بسيار با کيفيت
صداي عالي
کار کردن راحت","نداشتن کنترل تاچ روي خود دستگاه
نداشتن عينک 3 بعدي روي خود دستگاه","با سلام به همه
من این تلویزیون رو یک ماه هست که خریدم.
عالی عالیه
اگه زیر نویس فارسی کارنکرد برنامه MX PLAYER نصب کنید درست میشه.
فقط یه مشکل داشت اون هم ضبط نکردن فیلمها و برنامه ها.
اگه کسی میدونه چطور میشه برنامه ای رو ضبط (RECORD) کرد اطلاع بده. ممنون میشم.
البته توی یک سایت نوشته بود که روی فلش (USB) میشه ضبط کرد.ولی من هر چی تلویزیون رو زیر و رو کردم چیزی پیدا نکردم.",5,0,5,5,5,5
"کنتراست - طراحي زيبا - زاويه ديد مناسب","حداکثر روشنايي زيادي نداره -تو روز ه روشن بريد ببينيد اين قضيه شما رو اذيت ميکنه يا نه","فقط طبق مراحل زیر پیش برید :::
کار اول >>> برید به control panel بعدش برید به Clock, Language, and Region --- بعدش Change time,date or number format رو بزنید-- بعد اینکه اونو زدید صفحه Region باز میشه -- برید به بخش Location و اونجا Iran رو بزنید -- بعدش برید Administrative و اونجا Change system locale رو بزنید و اونجا Persian رو انتخاب کنید بعد ش احتمالا یدونه ریستارت لازم باشه (من ویندوز 10 دارم ولی فکرنکنم فرقی با ویندوز 7 و8 داشته باشه این قسمت)
کار دوم>>> باید نسخه 8.6.1 نرم افزار MKVToolNix رو دانلود کنید -- گوگل اینو سرچ کنید : پس سی دانلود MKVToolnix v8.6.1 ----- از پی سی دانلود نسخه 32 بیت یا 64 بیت رودانلود ونصب کنید بعد از نصب MKVToolNix GUI رو اجرا کنید -- همون اول کار برید به قسمت preferences و از اونجا برید به Merging --اونجا یه قسمتی هست بنام Default track languages to set اونجا برای Subtitle tracks حتما Persian (per) رو بگردید و انتخابش کنید -- اینجا کارمون با پنجره Merging تموم شد بعدش برید به پنجره Often used selections اول از همه تو قسمت Languages یدونه قسمت Avaiable داریم یدونه هم selected که با 2 تا فلش میشه جاهاشونو تعویض کرد -- Persian رو بفرستید به قسمت selected -- بطور کلی فقط Persian و English لازمه که تو قسمت selected قرار بگیره بعدش برید به Countries و اونجا هم فقط united states of America و Iran.Islamic republic باید در قسمت selected باشند بعدش برید به character sets تو اینجا من ARABIC و UTF- 8 رو به selected اضافه کردم -- خب الان ok کنید چون این قسمت تموم شد
-----------------------
الان Add Source File رو بزنید و برید یدونه فایل فیلم رو بدید به نرم افزار -- بعدش یبار دیگه Add source file رو بزنید و اینبار فایل زیرنویس فارسی رو بدید به نرم افزار -- حتی میتونید برای بار سوم اینکارو انجام بدید و اینبار یه فایل زیرنویس انگلیسی بدید به نرم افزار حالا میبینید که یدونه فایل ویدیویی دارید که کنارش تیک خورده -- یدونه فایل صدای فیلم که معمولا AAC هست (البته بعضی فیلم ها 2 تا فایل صوتی دارند که یکی2 کاناله و دیگری 5 کالانه هست که اگر اینگونه بود تیکه صدای بی کیفیت رو بردارید تا حذف بشه) -- یدونه هم فایل زیرنویس Sub/rip SRT دارید (اگه زیرنویس انگلیسی هم اضافه کرده باشید 2 تا خواهند بود ) در سمت راست محیط نرم افزار یدونه Generat options هست که غیر فعاله درسته ؟؟ حالا روی فایل زیرنویس فارسی کلیک کنید تا گزینه های Generat options فعال بشه -- یکی از گزینه هاش language هست که باید Persian (per) رو براش انتخاب کنید
همین --- start muxing رو بزنید تا زیرنویس رو تزریق کنه به داخل فیلم -- بعدش فایل فیلمی که این نرم افزار تحویلت میده ( که زیرنویس داخلش تزریق شده) رو بنداز تو فلش وصل کن به سونی -- موقع پخش فیلم اگه دیدی زیرنویس پخش نمیشه سونی 4 تا دکمه رنگی داره که دکمه سبز ماله زیرنویس هست -- سبز رو بزن تا نشون بده --اگه هم فارسی تزریق کردی هم انگلیسی یبار باید سبز رو بزنی تا بره به زیرنویس یک -- یباره دیگه سبز رو بزن که بره به زیرنویس دوم -- یباره دیگه هم بزنی زیرنویس خاموش میشه
روی 2 تا فیلم امتحان کردم وجواب گرفتم --تلویزونم از سری R سال 2015 هست ولی 90 درصد مطمعن هستم که روی همه تلویزیون های سونی این روش جواب میده",6,0,3,3,3,3
"تصوير عالي-صداي اسپيکر بينظير-رابط اندروييد-","نقطه ضعفي نديدم","سلام من 20 روزی میشه این TV رو بدون گارانتی از بازار کرمانشاه تهیه کردم چون دیجیکالا موجود نداشت متاسفانه که سفارشش بدم اول همه بگم که پلمب گرفتم ساخت مالزی هست و اینکه کنترل جادویی نداره وکنترلش معمولی هست و عینک 3D هم داخل کارتن نداشت و این مدل عینک نداره و کنترلشم معمولی هست.کیفیت تصویر عالی و واضح هست برخلاف سامسونگ و ال جی من نقطه ضعفی از این TV ندیدم در یک کلام نمرش 20 هست و دراخر به همه پیشنهادش میکنم.",6,0,5,5,5,5
,,"دوست عزیز این مدل دارای کنترل تاچ هستش اگر نباشه یعنی کش رفته شده موقع ورود به ایران شما انباکسینگ شو ببینید (رسمی سونی) میبینی کنترل تاچ همراه تلویزیون هست و باید باشه !",2,4,5,5,5,4
"کيفيت تصوير عالي
پورت ها و اتصالات کامل
استفاده از سيستم عامل اندرويد و امکانات نرم افزاري زياد","نبود عينک 3D به همراه TV","حدوداً دو ماه هست که سایز 43 اینچ این تلویزیون رو برای منزل تهیه کردم
-یکی از نقاط قوت این تلویزیون به نظر من، تصویر عالی و شفاف در کانال های HD هست که در تلویزیون های این رده قیمت برندهای دیگر نیست. تصاویر کانالهای صدا و سیما هم از کیفیت بالایی برخوردار هست.
تصاویر در کانالهای HD ورزشی در حالت Football Mode فوق العاده هست و از فوتبال لذت میبرید.
در پخش فیلمهای Full HD حرف نداره و در پخش رنگ های سیاه خالص، عالی عمل میکنه. همچنین در پخش فیلم از هارد و فلش خیلی خوب و سریع عمل میکنه و به راحتی میتونید فیلم رو جلو و عقب ببرید.
در پخش تصاویر بازی PS4 هم عالی عمل میکنه و لگ نداره. کلاً با PS4 خیلی خوب یکی میشه و با دسته PS4 هم کانکت میشه!
به همراه تلویزیون عینک 3D نیست و فعلاً 3D رو تست نکردم.
نظرم روی تلویزیون 4K بود، ولی به این نتیجه رسیدم که در سایزهای زیر 50 اینچ، 4K تأثیری در شفافیت تصاویر ندارد.
- از نظر صدا هم، خوبه و شفافیت صدای خوبی دار ه و بلندی صدا هم مناسب هست.
-از نظر پورتها و اتصالات و امکانات ارتباطی هم کامل هست وهیچ کمبودی احساس نمیشه. ورودی: 4 پورت HDMI و 3 پورت USB، ورودی کابل لن (اینترنت)، ورودی AV - خروجی 3.5 میلیمتری و اپتیکال صدا. امکان اتصال به شبکه Wi-fi
- به نظر من مهمترین نقطه قوت تلویزیون در استفاده از سیستم عامل Android در این مدل Sony هست که باعث شده شما هر کاری که با گوشی میتونید انجام بدین، با این تلویزیون هم در تصویری بزرگتر قابل انجام باشه. میتونین به راحتی نرم افزار Bazar رو از روی فلش نصب کنید، و بعد از اون و با اتصال به Wi-fi، نرم افزارهای مختلف اندرویدی و همچنین انواع بازی رو دانلود و نصب کنید. با توجه به امکان نصب نرم افزارهای مختلف، مشکلی در دیدن فیلمها با زیرنویس فارسی نخواهید داشت. و همچنین میتونین انواع فایل با فرمت های مختلف رو اجرا کنید. امکان انتقال فایل ها از یک Flash Memory به Flash یا هارد دیگر، یا انتقال به حافظه داخلی (8 گیگابایتی) تلویزیون هست. امکان نت گردی و استفاده از شبکه های اجتماعی و همچنین مشاهده فیلم از اینترنت هم هست.

- از لحاظ سخت افزاری هم خوب هست و با نصب نرم افزارهای مختلف مشکلی نداشته و مشکل کندی سرعت و هنگ ندارد. البته من نرم افزارهای زیادی روش نصب کردم و کمی احساس میکردم کند شده و بعد از اینکه نرم افزارهایی که نیاز نبود رو پا کردم بهتر شد.

-از نظر طراحی ظاهری هم خیلی خوب هست و قاب تلویزیون بسیار باریک هست و پشت هم باریکه. در طراحی پایه نیز خوب و ساده هست ولی میشد بهتر باشه (که البته نظر شخصیه). ولی به نظر من در طراحی تلویزیون اول ال جی و بعد سامسونگ در این رده قیمت بهتر هستند.
- کنترل تلویزیون هم مناسبه و کیفیت ساخت خوبی داره. همچنین میتونین با نصب نرم افزار Sony TV روی گوشی خودتون، گوشی خودتون رو تبدیل به یک ریموت جادویی برای تلویزیون بکنید که امکانات زیادی داره و میتونید و از گوشی به عنوان موس و کیبورد استفاده کنید. البته باید هم گوشی و تلویزیون به یک مودم یا سوییچ Wi-fi متصل باشند.
قابلیت Screen Mirroring داره و با دیوایس های اندرویدی یا iOS میتونید به راحتی فیلم، موزیک یا عکستون رو روی تلویزیون ببنید.
در روشن شدن و خاموش شدن تلویزیون هم خیلی سریع هست.
فقط حتماً به آخرین نرم افزار Update کنید. آخرین نرم افزارشو دانلود کنید و روی فلش خالی بریزید و به تلویزیون بزنید و ادامه کار خود به خود انجام میشه و تلویزیون ریست میشه!
در کل میتونم بگم که تلویزیون خیلی خوبی هست و تمام انتظارات رو برآورده میکنه و فقط کاش که 50 اینچ میگرفتم!
تلویزیونی از برند Sony هست و یادمه که سونی یک تبلیغ قدیمی داشت که میگفت: Sony همیشه سونیست!",20,0,5,5,4,4
"کيفيت تصوير و صداي عالي","پرش تصوير در شبکه hd","من 1ماهی میشه این تلویزیون رو گرفتم اولش هر فرمت ویدیویی رو پخش نمیکرد بعد از طرف شرکت بازرگان ایران اومدن اپدیتش کردن مشکل برطرف شد ولی الان اگه بخوام توسط خود تلویزیون اپدیتش کنم error 2200 رو میده اگه کسی تجربه داره بگه تا منم مشکل رو حل کنم",1,0,5,4,4,4
,,"استفاده از اندرویدش سخته برای استفاده می تونین برنامه es explorer رو از google play store دانلود کنید بعد برنامه ی اندرویدی بازار و سایفون رو توی یه فلش بریزین وبا es explorer بازش کنین ولی نمیزاره نصبش کنین چون باید برین تو قسمت امنیت ومحدودیتها ومنابع ناشناس و روشن کنین اون موقع با خیال راحت همه چی نصب میشه. سایفون و برای you tube نصب کنین فقط بدونین یکی از بدی های این مدل رم داخلیشه که خیلی ضعیفه پس اگه دیدین سرعتش خیلی خیلی پایین اومد سایفون و پاک کنین تا به سیستم شوک وارد نشه.",5,0,5,4,3,4
,,"عجله دارم موجود کنید لطفا! از سایتی با این قدرت انتظار بیشتری میره!",3,1,3,3,3,3
,,"لطفا موجودش کنید من امروز قصد خرید داشتم که ناموجود شد!",2,0,3,3,3,3
,,"حدود یک ماه میشه که خریدمش ساخت مالزیه تا حالا هنگ نکرده دیوایس فوق العاده ای داره،کیفیت ساخت و متریالش عالیه،از لحاظ کیفیت رنگ و کنتراست فوق العاده ست،زاویه دید قابل قبولی داره،رنگ مشکی رو کاملاً مشکی نشون میده حتی در تاریکی،با پردازشگر 800Hz X-Reality Pro حرکت تصاویر خیلی روان شده مخصوصاً در تصاویر ورزشی و اکشن کاملاً مشهوده،فیلمهای فول اچدی رو خیلی راحت پخش می کنه با زیر نویس فارسی،موس و کیبرد بهش وصل میشه که توی وب گردی و بازی کردن خیلی بدرد می خوره.در کل تمام انتظاراتی که میشه از یک تلوزیون هوشمند داشت رو بر آورده می کنه.",6,0,5,5,5,5
,,"این مدل ، عینک و کنترل هوشمند نداره.",4,1,5,5,5,5
,,"از نظر وضوح عالیه وقیمتش هم نسبتا خوبه",1,1,5,5,4,5
,,"باسلام میخواستم بدون این تلویزیون با داشتن سیستم عامل اندروید ریموت کنترل تاچ و داره ؟
و سوال بعدیم اینه که آیا عینک3dداره یا نه؟
اگه داره چندتاست؟",3,0,3,3,3,3
,,"با سلام مجدد
تلوزیون با موفقیت آپدیت شد.حدود 1.15 گیگابایت حجمش بود.منطقه خاور میانه انتخاب شد و اسم آپدیتش آسیا پسیفیک بود.
ولی هنوز مشکلاتی دارم که برطرف نشده اند اگر دوستان کسی میتونه راهنمایی کنه
قابلیت تصویر در تصویر رو هنوز روی تلویزیون ندارم,نمیدونم چرا...
و وقتی با بلوتوث فایلی رو برای تلویزیون ارسال میکنم نمیدونم چطور روی تلویزیون دریافتش کنم؟پیام میاد که فایلی براتون ارسال شده تایید کنید تا دریافتش کنید
و اینکه از دوستان کسی با برنامه tv side view تونسته با تلویزیون ارتباط برقرار کنه یا نه؟وقتی میخوام دانلودش کنم میزنه با دستگاه شما سازگار نیست,گرچه با چند تا گوشی و تبلت امتحان کردم...",0,0,5,5,4,5
,,"خدمت جناب آقای ملائی و باقی دوستان باید عرض کنم که آپدیت این تی وی معمولا هر یک ماه یک بار میاد و تغییراتی رو در رام ارایه میدندکه باعث بهبود کارایی تیوی میشه
آخرین آپدیت تو سایت سونی آسیا مربوط به انتهای اکتبره که مطمینا شما به این نیاز دارید که آپدیت رو انجام بدید
وقتی آپدیت رو انجام بدید تغییرات محسوسی رو خواهید دید!",4,0,5,5,5,5
,,"جناب محمد علی حاجی نقدی
سلام و عرض ادب
لطفا در خصوص دریافت و دانلود رام های این LED، بیشتر توضیح بدین. بنده قصد خرید این دستگاه رو دارم، ترجیح میدم از همین سایت خرید کنم، آیا محصولات جدید هم نیاز به به روزرسانی دارن؟ و اگر بله چگونه؟",1,0,0,0,0,0
,,"سلام دوستان
مشکلی که برای من پیش اومد این بود که حین تماشای تلویزیون یکدفه ای صفحه مشکی شد و کانال ها رفت و دوباره مجبور شدم فکتوری ریستش کنم که درست شد
نمیدونم دوستان دیگه که تلویزیون اندروید دارن همچین مشکلاتی براشون پیش اومده,مثل همین رفتن ناگهانی کانال ها و یا اینکه اصلا کانال های تلویزیونی رو نیاره حتی با ریست کردن",2,0,5,5,4,5
,,"سلام دوستان
من این تلویزیون رو تازه خریدم اما بدون گارانتی چند مورد هست که براتون میگم امیدوارم که تو خریدتون کمکتون کنه
از این تلویزیون بیشتر از اینکه تلویزیون باشه یه دستگاه اندرویدیه مثل تبلت یعنی کاراییاش خیلی بیشتر از یه تلویزیونه وقتی روشنش میکنید چون سیستم عاملش ورژن قدیمی یه سری مشکلات داره که با آپدیتش درست میشه یعنی قابلیت تصویر در تصویرش و چندتا از قابلیت های دیگش تو این ورژن کار نمیکنه باید تو آپدیتش هم دقت کنید تمام شرایط رو رعایت کنید تا با مشکل ریست شدن و اینا مواجه نشید موقع آپدیت هم رام استرالیا نیوزلند رو دان کنید حجمش یه گیگه تقریبا از حالت زیپ درش بیارید رو فلش بریزید و فلش رو به تلویزیون وصل کنید خودش میشناسه و نصب میکنه اگه فلشتون فرمت شده باشه نتیجه بهتره
حافظه داخلی تی وی هشت گیگه که هفت و نیم گیگ قابل دسترسیه
برنامه های رایج سونی مثل آلبوم و موزیک و مووی خیلی باحال کرده استفاده ازش رو
یه برنامه واسه گوشی هست که گوشی رو تبدیل میکنه به کنترل جادوویی تی وی از گوگل پلی سرچ کنید دان کنید لذت ببرید
روش میتونید بازی آسفالت 8 رو بریزید خیلی لذت بخشه بازی باهاش
از نظر تلویزیون هم کیفیت تصویر عالی سعی کنید تنظیمات نمایشگر رو روی استاندارد بزارید
اگه کسی رام های آسیا و جاهای دیگه رو رو تی وی نصب کرده یه اطلاع رسانی کنه ممنون میشم",4,0,5,5,5,5
,,"سلام
ببخشید
این علت داشتن اندرویدش جیه ؟؟؟؟",0,1,0,0,0,0
,,"منم امروز خریدم ولی نه از دیجی کالا.عینک نداشت و کنترلش هم معمولی بود و تاچ نبود.
یه مقداری بخاطر اندرویدی بودنش کند بنظر میرسید ولی بدتر از اون این بود که هر چند دقیقه ری استارت میشد!!! و گیرنده دیجیتال هم کار نمیکرد یعنی اینکه بعد از سرچ کانال ها شیکه ها رو نمیاورد و دوباره ری استارت می شد.
به فروشنده مراجعه کردم گفت باید فلش شه
فعلا که از خریدم ناراضیم...",1,1,5,5,4,5
,,"اساتید، من رفتم تلوزیون رو خریدم
تصویر و صدا عالی
اندرویدشم آخرین ورژنه ، گوگل پلی رو هم داره ، منتها هر برنامه ای رو نمیشه نصب کرد. گوگل پلیش مثل موبایل همه ی برنامه ها رو نمیاره، باید سرچ کنی ، بعضی ها رو میاره، ولی مهم اینه که مهمها رو میاره.
،گmx player. رو نصب کردم، زیر نویس حل شد.
دیگه اینکه فقط برنامه بارونش نکنید، چون حس میکنم گیر میکنه ، بدم گیر کنه، چون دو سه تا برنامه با فلش ریختم روش درست اجرا نمیکرد،
راستی یه چیزی ، داخل جعبه عینک 3d نداشت، کنترل تاچ پد هم نداشت، فروشنده گفت مدل 4k کنترل تاچ پد داره، ولی اونم عینک نداره.
اما مهم نیست میتونم عینک رو جدا بخرم، کنترل رو هم جدا بخرم. مشکلی ندارم. مهم اینه ک یه چیز با کیفیت و با اصل و نصب خریدم، به این کاملا راضیم! امیدوارم مثل تلوزیون سونی قبلی ای ک داشتیم بیست سال کار کنه بدون اینکه آخ بگه!",10,0,0,0,0,0
,,"دیجی جان بزن تو پیشنهاد شگفت انگیر همین فردا بخریمش!
مرسی دیجی کالا
اونایی که موافقن دیجی اینو بزار تو شگفت انگیز بزنن لایکو",12,3,5,5,5,5
,,"من فردا میخوام برم این مدل رو بخرم، ایکاش ساز 48یا49این مدل هم بود، ولی نیست، 49اینچ 4کی اومده که 6ونیم ملیون تومن هستش، اگر قیمتش یکم پایین تر بود ، 4k میخریدیم. ولی این مدل هم خیلی خوبه، چون از یه مارک معتبره، وهم مهمتر از اینا اندرویده، ک همین باعث میشه خود ب خود مشکل زیر نویس حل بشه، چجوری؟ الان میگم، کافیه برنامه mxplayer رو روش ریخت. تمام. هرکسی گوشی اندروید داره میدونه این برنامه ب صورت عالی فیلم رو همراه با زیر نویس پخش میکنه.... تااااااادااااا!!!! دیگه اینکه همه امکانات تلوزیون 4k رو داره و فقط وفقط کیفیت تصویرش 2k یا همون فول اچ دی هست. . . بدین صورت...",1,0,0,0,0,0
,,"چه خوب بالاخره سری جدید تلویزیونهای سونی با سیستم عامل اندروید با گارانتی موجود شد امیدوارم 50 اینچش هم به زودی موجود شه",2,0,0,0,0,0
,,"سونی های 2015 فعلا بدون گارانتی هستند ولی تا یک ماه دیگه شرکت بازارگانی از گمرک با گارانتی وارد خواهد کرد ( خوده تلویزیون ساخت مالزی خواهد بود )
البته بعد از ورود چند هفته صبر کنید تا قیمت ها واقعی بشه
احتمالا یدونه R560C سایز 48 هم قراره وارد بشه که زاویه دید بدتری نسبت W800C داره ولی کار کردن باهاش راحت تره",2,0,3,3,3,3
,,"دوستان بطور رسمی و با گارانتی معتبر این سری اندروید سونی در ایران موجود هست ؟
دوستانی که گرفتن با گارانتی خریدن یا نه از کناره و بدون گارانتی ؟ با چه قیمتی این و یا مدل 50 اینچ رو گرفتین؟
اگه با گارانتیش هست لطفا لطفا سریعتر موجودش کن دیجیکالا جان",0,0,0,0,0,0
,,"باسلام من هم دیروزخریدمش قبلا 40HX800داشتم واقعا نسبت به تلوزیونهای دیگه ازلحاظ رنگ وصدا و وضوح تصویر سرتر بود ولى وقتى فوتبال SD لیگ ایران رو نشون میداد بازیکنها تار دیده میشدن ,ولی تو این مدل w800c واقعا تمام اشکالات قبلی رفع شده رنگها هم لایت تر شده بخاطر هرتز بالایى که در نظرگرفته شده, اما بخاطر دارا بودن سیستم عامل اندروید کنترلش کمى کند شده .بهتون توصیه میکنم تا این مدل تو بازار فرا گیر نشده زیاد با اندرویدش ور نریدچون اگه ویروسى بشه دیگه کمترکسى میتونه تعمیرش کنه .زیر نویس فارسى هم هنوز نمیشه, مثل اکثرسونى هاى دیگه من از 10 بهش 9 میدم. اگه سرعتش پایین نبود عالى بود واقعا فول امکاناته ومطمنم بزودى فراگیر میشه.",0,0,5,5,4,5
,,"این مدل از نظر تصویری و کیفیت تصویر با 42w800 تفاوت دارد ؟",0,0,0,0,0,0
,,"زیرنویس فارسی پیشتیبانی میکنه؟ کسی میدونه جواب بده لطفا.",0,0,0,0,0,0
,,"بسیار با کیفیت درحد 4kشک نکنید در خریدش خیلی باریکتر شده فول اچ دی کامل عمق سیاهی بسیار بالا 900Aداشتم اینو گرفتم خیلی کیفیتش بهتره",3,0,5,5,5,5
,,"سلام من دارم بسیار تصویر عالی داره فقط کنترل جادویی وعینک نداره
برا فروش هم دارم",2,0,5,5,5,5
,,"کی موجود میشه؟",3,0,5,5,4,5
,,"سلام
ببخشید
این علت داشتن اندرویدش جیه ؟؟؟؟",0,1,0,0,0,0
,,"منم امروز خریدم ولی نه از دیجی کالا.عینک نداشت و کنترلش هم معمولی بود و تاچ نبود.
یه مقداری بخاطر اندرویدی بودنش کند بنظر میرسید ولی بدتر از اون این بود که هر چند دقیقه ری استارت میشد!!! و گیرنده دیجیتال هم کار نمیکرد یعنی اینکه بعد از سرچ کانال ها شیکه ها رو نمیاورد و دوباره ری استارت می شد.
به فروشنده مراجعه کردم گفت باید فلش شه
فعلا که از خریدم ناراضیم...",1,1,5,5,4,5
