positivePoints,negativePoints,commentText,like,dislike,"کيفيت و شفافيت عمومي تصوير","امکانات و قابليت ها","سهولت در کاربري","ارزش در برابر قيمت"
,,"سلام دوستان سامسونگ نگیرید.اگه میخواین عمر تلویزیونی که میخرین بیشتر باشه،الجی بهترین گزینه است. الجی تو تلویزیون یه سر و گردن از سامسونگ بالاتره.همونطور که تو گوشی برعکس این سامسونگ هست که بهترینه. من تلویزیون سامسونگ مدل 6550 رو دارم که الان ال ای دی بک لایت اون سوخته و یه صفحه ی سیاه مات افتاده وسط تلویزیون. از روز اول هم که این تلویزیون رو خرید کردم هی ریستارت میشه.گارانتی هم بردم که باز بعد دو ماه دوباره شروع شد.اونقدر ریستارت میشه که باید یه ضربه به پشت تلویزیون بزنم تا درست بشه.یا باید از برق بکشم .بدترین تلویزیونی هست که تا حالا داشتم.
یه مشکل دیگه اینه که تو قسمت پشت تلویزیون که مشخصات رو نوشته ،زده f6550 ولی تو داخل نرم افزار داخلیش نوشته f6510 و جالب اینه که تو کل اینترنت مامی از این مدل نیست.حتی تو سایت سامسونگ.",18,11,3,3,3,3
"تصوير عالي","محدود شده","در کل انتخاب خوبیه",5,3,3,3,3,3
"تصوير عالي","من چيزي نديدم","مطمئن باشید از خریدش پشیمون نمی شید .",7,4,5,4,3,5
,,"با پولی کمتر از این میتونید سونی بگیرید که واقعا کیفیتش عالیه
سامسونگ مثل گذشته نیست بعد از مدتی استفاده افت تصویر پیدا میکنه سونی اپشنش کمتره اما تصویر بهتری ارایه میده و هدف هم از خرید تلوزیون دیدن تصاویر هست تا ابشن های مختلف من با تغییر برند که از روی تعصب شاید بود الان راضی هستم در کل سونی رو ترجیح بدین به سامسونگ .من از روی تجربه گفتم شاید یکی بگه نه اینطور نیست . تصمیم با خودتون من هر دوبرند رو تجربه کردم . یا علی",24,14,1,3,2,1
"کيفيت تصوير عالي
رابطه کاربري سريع و راحت
مقرون به صرفه
طراحي شيک و ساده","ريموت کنترل (هوشمند نيست)
عدم تطبيق مناسب تصوير در بعضي مواقع (motion blur)
محدود بودن استور نرم افزار در ايران","با سلام
من این تلویزیون رو 2 هفته پیش بعد از 2 ماه تحقیق از توی بازار خرید کردم
تمام وسواس من برای انتخاب بر سر ویژگی هایی اعم از مدت زمان پاسخگویی ، داشتن hdr و 4k بودن بود چون برای گیم میخواستم و برای بهترین نتیجه با ps4 pro یه همچین ویژگی هایی نیازمنده !
از نظر کیفیت تصویر ، حالت های پخش تصویر ، روان بودن سیستم عامل نمره قبولی رو یهش میدم .
از طرفی تنها مشکل بزرگی که داره اینه که در بعضی مواقع به طرز عجیبی تصویر در کسری از ثانیه سایه دار میشه که این موضوع به تطبیق تصویر برمیگرده که خب از قبل هم با توجه به تحقیقی که کرده بودم میدونستم که این ایراد رو این سری از تلویزیون ها دارن.
در رابطه با ریموت هم باید بگم به هیچ وجه هوشمند نیست ، فقط نسبت به کنترل های عادی دیگر مدل های سامسونگ دکمه های کمتر و ظاهر شیکتری داره.
از نظر نرم افزار های موجود بر روی سیستم عامل تایزن در کشور ایران محدودیت کاملا به چشم میاد ولی همون نرم افزار های کم هم کاملا کاربردی هستند ، از طرفی کسانی که به دنبال این هستن که با اپلیکیشن های خود دستگاه بازی کنن باید بگم که در درجه اول این کار اصلا استاندارد و درست نیست چون تلویزیون برای کاربردهای دیگه ای طراحی شده و در درجه دوم این تلویزیون نسبت به درسترسی های موجود در استور اپلیکیشنش اصلا گزینه ی مناسبی نیست.
در مجموع با توجه به تمام مزیت ها و البته کمی ها و کاستی ها نسبت به هزینه ای که برای این مدل میکنید خیلی بیشتر آش میخورید ، من به شخصه خرید این مدل رو پیشنهاد میکنم.",19,1,5,3,4,5
"کيفيت تصوير
قيمت مناسب","نداشتن نرم افزار هاي کافي در بخش دانلود نرم افزار","نرم افزار های این تلوزیون به شدت محدود شده و امکان دسترسی به نرم افزار های سامسونگ سیستم عامل تایزن و نداره و فقط یه سری نرم افزار داخلی و بدون کیفیت قابل دانلود هست ! با اینکه در قسمت مشخصات فنی خورده که اسکایپ قابل نصب هست ولی در بخش نرم افزار های تلویزیون اصلا اسکایپ وجود نداره.
اما کیفیت تصویر و وضوح خیلی خوبی داره",13,15,5,1,4,3
"کيفيت تصوير تحسين برانگيز
برنامه هاي فارسي مخصوص تلويزيون مانند ورزش 3
سرعت روشن شدن بالا",نديدم,"یک شاهکار به تمام عیار که برای چند سال آینده شما را از خرید تلویزیون های جدید بی نیاز می کند",6,7,5,4,3,5
,,"کیفیت تصویرش فوق العادست .صداش یکم کمه ولی خیلی خوبه",6,8,5,4,3,4
"قيمت در برابر امکانات
صداي قابل قبول
گيرنده داخلي قابل قبول
تصوير خوب
پردازنده مناسب با سرعت قابل قبول","ريموت کنترولش يک درصد هم هوشمند نيست ، کاملا معموليه!","در مجموع تلوزیون خیلی خوبیه",9,5,4,2,4,5
"همه چيزعالي بدون نقص","هيچي براي گفتن نداره","پنل ساخت کره بسیارباکلاس زیبا شیک باریک این تلویزیون دارای بلوتوث وموسیقی پلی میباشد. اگه گوشی با قابلیت فیلمبرداری4kدارین به راحتی پخش میکنه فیلم های گرفته شده از گوشی.شک و تردیدنکنید اگه چنین پیشنهادی برای خرید دارید هیچ شک نکنید بهترین گزینه. باآرزوی موفقیت برای دی جی کالای عزیز",8,6,5,5,5,3
,,"سلام،من این تلوزیون را حدودا دو هفته پیش از بیرون خریدم،یه مقدار گرونتر از قیمت دیجی کالا ولی اقساطی!
در رابطه با این تلوزیون همه چیز را باید با توجه به قیمت سنجید،این تلوزیون مقرون به صرفه ترین تلوزیون 50 اینچ بازاره،کیفیت تصویر خیلی خوب،قابلیت هوشمند جالب و نسبتا کاربردی،صدای فوق العاده عالی،ابعاد و طراحی خوب و زیبا و در مجموع در این رنج قیمت عالی است.به طوریکه در سایت های خارجی هم این تلوزیون جزء برترین های 50 اینچ و همچنین برترین های 4k است.با کد فنی ku6300
یک نکته در رابطه با این که 4k خوب هست یانه؟
ببینید مطمئنا تکنولوژی پخش به سمت 4k و بالاتر از اون پیش خواهد رفت (حتی شنیدم جام جهانی برزیل با کیفیت 5k پخش خواهد شد)و تا چند وقت دیگر محتواهای بیشتری هم برای این کیفیت عرضه میشوند،هر چند الان هم هست ولی مثل full hd همه جا نیست .به نظرم اگر کسی قصد خرید تلوزیون دارد اگر 4k بردارد ضرر نمیکند چون حداقل تا 5-6 سال دیگه به روز ترین تلوزیون را دارد.
در رابطه با هوشمند هم بودنش بهتر از نبودنش است!",10,12,5,5,5,5
,,"سلام، با توجه به کیفیت تصویر فوق العاده k4 و دارا بودن ماشین زمان و سایز 50 اینج به نظرم تو رنج زیر 3 میلیون بهترین انتخابه. البته تلویزیون های ال جی در این رنج قیمت و با همین قابلیت ها هم وجود داره اما باید توجه داشت که پنل های ال جی در مقایسه با سامسونگ از طول عمر کمتر و شفافیت تصویری پایین تری برخورداره.ضمنا من خودم از قابلیت های هوشمنده تلویزیون خیلی استفاده می کنم. از جمله مرور سایت های خبری، صفحات روزنامه ها، بازی، دانلود و تماشای فیلم و..‌. لذا حتما دارا بودن این قابلیت رو در نظر داشته باشین.",6,3,3,3,3,3
"تصوير فوق العادس
واقعا با کيفيت هيت
صدا عالي
امکانات هوشمند ش هم خيلي خوب بود
ريموت قدرت مند و جذاب","واقعا نقطه ضعفي نديدم واقعا....","من آذر ماه خریدم و واقعا کیفیت خوبی داره من 3 بار تلوزیون های سامسونگ رو خریدم تا حالا هیچ مشکلی برام درست نکرده ان، تلوزیون فقط و فقط سامسونگ",7,9,5,4,5,4
,,"به نظر من در حال حاظر 4k کاربردی نداره و بیشتر جنبه تبلیغاتی داره هوشمند بودن هم من از چندین نفر که سوال کردم تغریبا همه می گفتن کاربرد نداره یا اگرم داره چند روز اول که دوس داری کنجکاوی کنی خوبه
من نظری رو بهتون تحمیل نمی کنم ولی من که تحقیق کردم دیدم تو این رده یک تلویزیون الجی 49 غیر هوشمند ولی 3d میشه گرفت به حدود2300 که دیجیکالا داره من از جای دیگه خریدمش و باید بگم تصویر فوق العاده ای داره و واقعا دیدن فیلم چه معمولی و چه 3d لذت بخشه هم چنین قاب نقره ای دورش خیلی با کلاسه
فقط یه حالتی داره به نام حالت درخشان که تصویر رو دو برابر زیباتر نشون میده
ممنون از توجهتون",14,34,3,3,3,3
"تصويرشفاف.کنتراست عالي کارکرد راحت وقيمت مناسب","قطعي مداوم واي فاي","درکل بااین مبلغ بهترین گزینه روانتخاب میکنید",9,8,3,3,3,3
,,"تلویزیون خوبیه اتفاقا نظرات درمورداین تی وی خیلی بد بود ولی خریدم عالیه همه چیش وب گردی کیفیت فور کی باانتن داخلی شبکه سه عالی فوتبال دیدم یه رسیور فور کی واقعی بندازین براش برین حالشو ببرین رسیور معمولی اصلا جواب نمیده فقط فور کی واقعی عالی میشه فیمتش مناسبه و کنترل و منو فوقلعاده ای داره درمورد اینکه دوستان گفتن ایران میزنه تمام تی وی های سام پنل میاد ایران جمع میشه روکنترلش زده ساخت ایران جالب بود برام",11,9,3,3,3,3
"فورکي بودنش وسايزبزرگش با امکاناتي که فراهم کرده راضي کنندس","کانالهاي ايرانو خوب نشون نميده به جز اچ دي 3 وتماشا تو شبکه هاي اچ دي نمايش خوبي داره که اين عيب از تلويزيون نيست بلکه از صدا وسيماي ماست","توخریدش شک نکنید درکل تلویزیون خوبیه امکاناتش عالیه تصویرش شفافه وقیمت مناسبی نسبت به تلویزیونهای مشابه داره",14,5,3,3,3,3
"حاشيه تصوير کم
قابليت اعمال تنظيمات فوق العاده حرفه اي تصوير
رابط کاربري مناسب
کنترل کوچک و کاربردي ( ولي متسفانه حرکتي نيست )
کيفيت تصوير فوق العاده در صورت ورودي 4k يا حتي FHD","عدم وجود بازي و نرم افزار مناسب در استور ايران
تفاوت شديد و کمبود نرم افزار اپ استور ايران در مقايسه با استور هاي خارجي
upscaling يا ارتقا تصوير نامناسب
بعضي شبکه هاي HD را SD نشان مي دهد !
HDR دارد ولي HDR10 يا HDR واقعي نيست","همانطور که دوستان گفته بودن نسخه ی rename شده سری 6300 هستش ولی خب کنترلش جدید تره
HDR واقعی نیست .HDR واقعی نیاز به روشنایی بالای 1000nits دارد که نهایت روشنایی این تلوزیون 400nit است و تلاش می کند تا hdr را با دستکاری کنتراست شبیه سازی کند ولی به دلیل ضعف فیزیکی پنل این عمل امکان پذیر نیست
در صورتی که جلوه های خاص مثل upscaling ( ارتقا جزئیات و رزولوشن تصویر ) ر و فعال کنید تاخیر در نمایش سیگنال ورودی بالا می ره که شدیدا برای گیمر ها مشکل سازه
همچین به دلیل نامعلومی شبکه ای مثل iFilm HD رو SD می شناسه و کیفیتش رو 576i تنظیم می کنه که متسفانه به دلیل 4k بودن تلوزیون باعث افت شدید کیفیت می شه
استور یا فروشگاه نرم افزاری در مقایسه با نسخه ی غیر ایرانیش تقریبا مثل بیابان بی آب و علف می مونه .کلا 1 بازی بیشتر موجود نیست که برای دسترسی به استور خارجی نیاز به فرآیند هایی مثل root و dev کردن تلوزیون دارید که ممکنه گارانتی تلوزیون رو با مشکل مواجه بکنه .
در کل به عنوان تلوزیون 4k اقتصادی چیز مناسبی هستش ولی روی smart بودن و داشتن HDR خیلی روش حساب نکنید.",14,10,4,2,3,3
هيچي,"همه چي","خیلی بد بود",13,59,0,0,0,0
"تصاوير فوق العاده واضح و شفاف
طرح کلاسيک
سهولت در استفاده
درگاه هاي ورودي کافي
انتقال تصوير بيسيم عالي","نداشتن 3d
نداشتن خروجي هدفون","من این تلویزیونو چند روزه که خریدم.عالیه و کیفیت تصاویرش با شما حرف میزنه.نقاط قوت زیادی داره و به نظر من تو سایز 50 اینچ این تلویزیون بهترینه.البته اگه 3d داشت که نور علی نور میشد ولی با این قیمت واقعا به صرفه هم هست.",12,9,5,5,5,5
"کيفيت صدا و تصوير خيلي خوب
محيط کاربري عالي
بهترين کنترل هوشمندي که ديدم","نداشتن جک خروجي هدفون
نداشتن بلوتوث براي هدفون","من این تلویزیون رو خریدم ، تلویزیون در حالتهای تصویر معمولی کیفیت مطلوبی نداره و باید تنظیمات تصویر رو بالا و پایین کرد تا تصویر به خوبی مطلوب بشه و همینطور usb3 نداره و گیرندگی دیجیتال هم نسبت به مدلهای قبلیش ضعیفتره ، بقیه موارد هم تو نقاط ضعف ذکر شده ولی در کل اگر از لحاظ کیفیت تصویر نگاه کنیم کیفیت خیلی خوبی داره",8,5,4,3,4,4
"تصوير فوق العاده شفاف و عالي
امکانات بسيار عالي
صداي فراگير(صدا هم جا را فرا مي گيرد)","نداشتن سه بعدي","سلام و عرض ادب و احترام و همچنین عرض خسته نباشید خدمت پرسنل توانمند دیجیکالا،بنده حدود یک ماه است این کالا را خریداری کرده ام و از ان خیلی راضی ام،ارزشش خیلی از قیمتش بیشتره،بنده خرید این کالا را پیشنهاد می کنم.
با تشکر",13,7,5,4,5,4
"کنترل هوشمند","بي کيفيت بودن تصوير هاي SD گيرنده ديجيتال و ماهواره","برای شنیدن آهنگ ، مثال فلش ، کیفیت صدا ضعیف است.",5,15,1,3,3,4
"کيفيت بالا در ساخت
خدمات پس از فروش عالي
کيفيت تصوير عالي با عمق زياد","گيره ديجيتال داخلي ضعيف نسبت به 55 و 60 اينچ اين مدل
در صورت خرابي تعويض پذير است نه تعمير پذير(گراني قطعات)","این تلویزیون از دسته محصولات با کیفیت سامسونگ میباشد که منتاژ آن در این صورت میگیرد ،
قبل از هر چیز چند نکته کلیدی در مور خرید تلویزیون های سری هفت تولیدی در ایران ،
تلویزیون کا یو در سایز 50 اینچ کاملا تولید داخل بوده و حتی پنل های ان در ایران تولید میشود ولی از سایز 55 به بالای این محصول تمامی قطعات ساخت تایوان است و خود پنل تصویر کره ای ست و به اسم تولید داخل روانه بازار میشوند و مطمعن باشید هزینه ای که بالاتر میپردازید اصرفا ز بابت سایز بالاتر نسبت به سایز 50 اینچ این مدل نیست و وارداتی بودن قطعات عامل اصلی تفاوت قیمت این محصول در مدل 55 اینچ و در 60 اینچ می باشد،در ضمن لاز است برانید این سری همان سری شش اروپا با نام کا یو 6300 است که در ایران با تغییر نام به تولید سری هفت منجر شده است ،",12,7,5,4,4,4
,"قاب ضعيف","این تلویزیون از نمایندگی شیراز روز یکشنبه (95/9/7)خریداری کردم بعد از اینکه تلویزیون بوسیله نصاب راه اندازی شد گارانتی مهر شد ،تلویزیون چک کردم ظاهرا مشکلی نداشت،بعد از چند ساعت پلاستیک چسبانده شده روی قاب را برداشتم و متوجه ترک رو قاب شدم و تا الان پیگیر هستم ولی متاسفانه هیچ کس جوابگو نیست،توصیه من به دوستانی که این برند واقعا بی کیفیت خریداری میکنن اینه که حتما تمام پلاستیکای قاب بردارید و کامل تلویزیون بررسی کنید تا مثل من کلاهی به این بزرگی سرتون نره...",30,15,5,5,5,5
"کيفيت بالاي صدا وتصوير
رابط کاربري فوق العاده
ريموت کنترل جديد و کاربردي","50 اينچ بودن!","از همه لحاظ عالی و نسبت به قیمتش کاملا راضی کننده ست
سری جدید این مدل هست",11,7,5,5,5,5
"کيفيت بسيار عالي به نسبت قيمت
ريموت کنترل بسيار ساده و کاربردي
شيک و زيبا
رابط کاربري ساده و گويا","گيرنده ديجيتال در ايران جوابگو نيست","خ وقت نکردم باهاش کار کنم ولی به نسبت قیمتش میتونم بگم تو بازار رو دستش نیست از لحاظ کیفیت و زیبایی. در خریدش شک نکنید.",11,10,4,4,3,5
4k,"tizen به جاي android پخش شبکه هاي غير hd افتضاح پورت کم سرعت usb2 براي پخش4k جواب نميده","من xk5520s که ساخت مادایران هست و دوسال گارانتی تعویض داره و 5انچ بزرکترهو اندروید و قیمتشم ارزونتر از اینه پیشنهاد میکنم",5,15,3,3,3,0
"مقرون به صرفه بودن در خريد
ريموت کنترل فوق‌العاده
اتصال به اينترنت عالي","کيفيت تصوير به خوبي آن چه گفته مي‌شه نيست.","من این تلویزیون رو دو هفته‌ای می‌شه خریدم. با توجه به جشنواره یکمی ارزونتر از قیمت دیجی خریداری کردم. کانالهای غیر اچ دی ایران رو خوب نشون نمی‌ده ولی تو پخش کانالهای اچ دی فوق العادست. کیفیت رنگ و روشنایی تصویرش هم فوق العادست. در مجموع ارزش خریدرو با توجه به سایزش داره.",17,3,4,5,4,5
"بسته بندي عالي صدا عالي قيمت بسيار مناسب در شگفت انگيز
کيفيت بخش شبکه هاي HD عالي
ريموت هوشمند با کارايي راحت و کاربردي
بسته بندي عالي اتصال واي فاي سريع
واندن هارد اکسترنال و فلش سرعت بالاقابليت ضبط برنامه هاي از شبکه","پايه غير قابل چرخش
ريموت کوچک و فاقد نور پس ضميمه در تاريکي
در نقد و بررسي در خصوص ريموت گفته شده داراي ميکروفن صوتي ميباشد که فقط مدل 60 اينچ آن دارد","این مدل تلویزیون هوشمند از نظر قیمت و کارایی بسیار مقرون به صرفه میباشد",11,5,4,3,4,4
,,"این مدل در اصل ""50KU6300 "" و از سری 6 تلویزیون های تولیدی سامسونگ در سال 2016 که در ایران مونتاژ و توسط سام سرویس به 50KU7970 تغییر نام پیدا کرده.",62,8,3,3,3,3
"وضوح بالاي تصوير",,"کیفیت تصویر عالی",24,5,5,5,5,5
,,"من از قابلیتهای بالی این تلویزیون کاملا اگاهم و نظر خوبی به این تلویزیون میدم. امیدوارم تو پیشنهاد ویژه قرارش بدن. از دیجی کالا میخوام که در کنار عکس تلویزیون،تصویر ریموت کنترل را نیز قرار دهد تا کاربر راحت تر به انتخاب مناسب خود دست پیدا کند.",49,12,5,5,5,5
"تصاوير فوق العاده واضح و شفاف
طرح کلاسيک
سهولت در استفاده
درگاه هاي ورودي کافي
انتقال تصوير بيسيم عالي","نداشتن 3d
نداشتن خروجي هدفون","من این تلویزیونو چند روزه که خریدم.عالیه و کیفیت تصاویرش با شما حرف میزنه.نقاط قوت زیادی داره و به نظر من تو سایز 50 اینچ این تلویزیون بهترینه.البته اگه 3d داشت که نور علی نور میشد ولی با این قیمت واقعا به صرفه هم هست.",12,9,5,5,5,5
"کيفيت صدا و تصوير خيلي خوب
محيط کاربري عالي
بهترين کنترل هوشمندي که ديدم","نداشتن جک خروجي هدفون
نداشتن بلوتوث براي هدفون","من این تلویزیون رو خریدم ، تلویزیون در حالتهای تصویر معمولی کیفیت مطلوبی نداره و باید تنظیمات تصویر رو بالا و پایین کرد تا تصویر به خوبی مطلوب بشه و همینطور usb3 نداره و گیرندگی دیجیتال هم نسبت به مدلهای قبلیش ضعیفتره ، بقیه موارد هم تو نقاط ضعف ذکر شده ولی در کل اگر از لحاظ کیفیت تصویر نگاه کنیم کیفیت خیلی خوبی داره",8,5,4,3,4,4
"تصوير فوق العاده شفاف و عالي
امکانات بسيار عالي
صداي فراگير(صدا هم جا را فرا مي گيرد)","نداشتن سه بعدي","سلام و عرض ادب و احترام و همچنین عرض خسته نباشید خدمت پرسنل توانمند دیجیکالا،بنده حدود یک ماه است این کالا را خریداری کرده ام و از ان خیلی راضی ام،ارزشش خیلی از قیمتش بیشتره،بنده خرید این کالا را پیشنهاد می کنم.
با تشکر",13,7,5,4,5,4
"کنترل هوشمند","بي کيفيت بودن تصوير هاي SD گيرنده ديجيتال و ماهواره","برای شنیدن آهنگ ، مثال فلش ، کیفیت صدا ضعیف است.",5,15,1,3,3,4
